arg-id,comment-id,argument
A185001345000000001_0,185001345000000001,"Consistency in wording is important, for example, using '以下、' instead of '以下' on the 4th page, and unifying '当たって' and 'あたって' on the 2nd and 9th lines of the 12th and 9th pages respectively."
A185001345000000002_0,185001345000000002,Datasets used for AI image generation should be publicly accessible for verification of the absence of CSAM (Child Sexual Abuse Material).
A185001345000000002_1,185001345000000002,"Prior consent from creators, copyright holders, or authors should be obtained for creating datasets used in AI image generation, and continuous payment for dataset usage should be required."
A185001345000000002_2,185001345000000002,"Allowing image-generating AI to operate without prior consent, despite the requirement for consent in other industries using AI data, significantly damages the interests and equal opportunities of creators, copyright holders, and authors."
A185001345000000002_3,185001345000000002,"The unauthorized use of works may significantly reduce the motivation and creativity of subsequent manga artists, illustrators, and animators."
A185001345000000003_0,185001345000000003,"Regulations for AI development should be established, separate from human laws like traffic regulations."
A185001345000000003_1,185001345000000003,"AI should be considered a tool similar to a copier, without the need for copyright protection."
A185001345000000003_2,185001345000000003,Proposed regulations could include allowing AI to learn but restricting public dissemination without a license.
A185001345000000003_3,185001345000000003,Clear guidelines should be set to address the issue of copyright in relation to AI-generated content.
A185001345000000003_4,185001345000000003,Japan should take proactive measures to regulate AI development to prevent negative impacts on various industries and the economy.
A185001345000000004_0,185001345000000004,"AI-generated content has caused harm in some cases, including instances of suicide overseas."
A185001345000000004_1,185001345000000004,Unlimited learning capabilities of AI in Japan may lead to the free sharing of valuable content to others.
A185001345000000004_2,185001345000000004,It is important to have concrete plans on how Japan can leverage AI to seize opportunities.
A185001345000000004_3,185001345000000004,It is crucial to assess the specific achievements and benefits of AI in the past year rather than making vague predictions about the future.
A185001345000000004_4,185001345000000004,Regulations in Japan should be aligned with global trends to address the potential impacts of AI.
A185001345000000005_0,185001345000000005,There is a need for flexible revisions in copyright law to address the issue of AI-generated images imitating an artist's style.
A185001345000000005_1,185001345000000005,Clear criteria should be established to differentiate between imitation of style and original creative expression in AI-generated images.
A185001345000000005_2,185001345000000005,Educating the public about copyright laws and the use of AI is crucial to support creativity in Japan.
A185001345000000005_3,185001345000000005,Creators should have the option to easily refuse the use of their work in AI training datasets to protect their creative rights and motivation.
A185001345000000006_0,185001345000000006,"There is a concern about some individuals labeling AI users as criminals, which is unfair and should be addressed through education and awareness."
A185001345000000006_1,185001345000000006,"AI users should not be unfairly stigmatized, and efforts should be made to educate the public about the responsible use of AI."
